Txn_id,Timestamp,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type,total_risk_score,risk_tier,triggered_rules,rule_reasons
2417,2026-05-07 14:13:09,9629713976,8172080174,4897.97,UK pounds,UK pounds,UK,UK,Debit card,0,Layering,25,LOW,Layering,"Fan-in: receiver 8172080174 received from 13 distinct senders within 72h (chain amount: 171,783.53, threshold: 10,000.00)"
2418,2026-05-07 14:13:11,4651195630,8354178595,2738.52,UK pounds,Albanian lek,UK,Albania,Cross-border,0,,0,LOW,,
2419,2026-05-07 14:13:12,8410434333,8518184956,10813.19,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,813.19 UK pounds exceeds threshold of 8,000.00"
2420,2026-05-07 14:13:12,5598377657,3674712470,18842.59,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 18,842.59 UK pounds exceeds threshold of 8,000.00"
2421,2026-05-07 14:13:15,6905042765,8686333670,4101.33,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2422,2026-05-07 14:13:21,5801455343,7615208114,15242.38,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Fan-Out/Money-Mule,45,MEDIUM,LargeTransaction|RapidMovement,"Transaction amount 15,242.38 UK pounds exceeds threshold of 8,000.00; RapidMovement: part of rapid fund re-dispatch from account '5801455343'"
2423,2026-05-07 14:13:22,1394177372,1465487567,11571.79,UK pounds,UK pounds,UK,UK,Debit card,1,Large-Cash-Transaction; Layering,50,MEDIUM,LargeTransaction|Layering,"Transaction amount 11,571.79 UK pounds exceeds threshold of 8,000.00; Fan-in: receiver 1465487567 received from 11 distinct senders within 72h (chain amount: 236,593.26, threshold: 10,000.00)"
2424,2026-05-07 14:13:24,9481666533,4898171721,632.09,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2425,2026-05-07 14:13:32,2391437347,2085944355,5082.91,Mexican Peso,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2426,2026-05-07 14:13:32,4700418700,5313805569,4926.45,Swiss franc,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2427,2026-05-07 14:13:36,2365007895,3353965610,7073.77,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '2365007895' made 13 transactions totalling 93,904.48 within 24h (each below 9,999.00 threshold)"
2428,2026-05-07 14:13:37,6014470066,1132071202,10138.27,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,138.27 UK pounds exceeds threshold of 8,000.00"
2429,2026-05-07 14:13:40,7669236826,2595978516,9553.78,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,553.78 UK pounds exceeds threshold of 8,000.00; Smurfing: account '7669236826' made 13 transactions totalling 102,687.62 within 24h (each below 9,999.00 threshold)"
2430,2026-05-07 14:13:40,3741000234,1377603863,22066.35,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 22,066.35 UK pounds exceeds threshold of 8,000.00"
2431,2026-05-07 14:13:42,2556990831,1609738665,720.87,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2432,2026-05-07 14:13:43,6295391887,7081010846,292.45,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2433,2026-05-07 14:13:48,9625477861,9836516869,10605.22,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,605.22 UK pounds exceeds threshold of 8,000.00"
2434,2026-05-07 14:13:51,283212952,5103043844,9098.49,UK pounds,Naira,UK,Nigeria,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,098.49 UK pounds exceeds threshold of 8,000.00"
2435,2026-05-07 14:13:51,6109062028,1320927231,10329.89,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,329.89 UK pounds exceeds threshold of 8,000.00"
2436,2026-05-07 14:13:52,5027255141,4270865741,6270.56,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5027255141' made 3 transactions totalling 18,779.26 within 24h (each below 9,999.00 threshold)"
2437,2026-05-07 14:13:54,9502706473,1472090594,2626.03,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2438,2026-05-07 14:13:55,1163488941,7748168341,100.12,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
2439,2026-05-07 14:13:55,5979365359,409707192,9660.0,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,660.00 UK pounds exceeds threshold of 8,000.00"
2440,2026-05-07 14:14:00,8097496413,1801964367,1796.18,UK pounds,Pakistani rupee,UK,UK,Credit card,0,,0,LOW,,
2441,2026-05-07 14:14:02,5894860557,8180668777,1898.98,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2442,2026-05-07 14:14:06,3709430533,2273742965,17750.49,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 17,750.49 UK pounds exceeds threshold of 8,000.00"
2443,2026-05-07 14:14:07,8952498088,1462987440,91.5,UK pounds,Euro,UK,Germany,Cross-border,0,,0,LOW,,
2444,2026-05-07 14:14:08,150912203,1473971214,3879.3,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2445,2026-05-07 14:14:12,2941574985,1788664684,13315.01,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,315.01 UK pounds exceeds threshold of 8,000.00"
2446,2026-05-07 14:14:13,8456279067,1194597483,9292.37,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,292.37 UK pounds exceeds threshold of 8,000.00; Smurfing: account '8456279067' made 13 transactions totalling 94,968.95 within 24h (each below 9,999.00 threshold)"
2447,2026-05-07 14:14:13,685984605,7527054041,1169.94,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2448,2026-05-07 14:14:22,675669049,3559090340,11067.96,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,067.96 UK pounds exceeds threshold of 8,000.00"
2449,2026-05-07 14:14:23,7228171825,7153858951,1423.26,UK pounds,UK pounds,UK,UK,Cheque,0,Fan-Out/Money-Mule,20,LOW,RapidMovement,RapidMovement: part of rapid fund re-dispatch from account '7228171825'
2450,2026-05-07 14:14:24,8952498088,1179729991,3082.02,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2451,2026-05-07 14:14:25,1843365823,5466123934,9181.83,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,181.83 UK pounds exceeds threshold of 8,000.00"
2452,2026-05-07 14:14:29,3686931597,731490931,72.67,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2453,2026-05-07 14:14:29,8987848252,6000919396,10462.99,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,462.99 UK pounds exceeds threshold of 8,000.00"
2454,2026-05-07 14:14:29,3452368468,5517479211,13434.39,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,434.39 UK pounds exceeds threshold of 8,000.00"
2455,2026-05-07 14:14:29,3534391988,526237838,444.89,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2456,2026-05-07 14:14:32,5550354567,6953672776,7757.82,Turkish lira,Mexican Peso,Turkey,Mexico,Cross-border,0,,0,LOW,,
2457,2026-05-07 14:14:33,9327083401,1758697495,905.45,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2458,2026-05-07 14:14:43,7849241516,1465487567,7035.53,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing; Layering,65,HIGH,Smurfing|Layering,"Smurfing: account '7849241516' made 3 transactions totalling 21,053.77 within 24h (each below 9,999.00 threshold); Fan-in: receiver 1465487567 received from 11 distinct senders within 72h (chain amount: 243,628.79, threshold: 10,000.00)"
2459,2026-05-07 14:14:43,7159623557,2932229843,281.77,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2460,2026-05-07 14:14:50,2088375118,3635233887,1526.07,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
2461,2026-05-07 14:14:51,4978397216,8930559737,8415.2,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,415.20 UK pounds exceeds threshold of 8,000.00"
2462,2026-05-07 14:14:53,8459501061,8449101551,2626.6,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2463,2026-05-07 14:14:53,798082205,7247407453,3051.29,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2464,2026-05-07 14:14:56,1378784400,7897279705,5338.43,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1378784400' made 11 transactions totalling 75,359.60 within 24h (each below 9,999.00 threshold)"
2465,2026-05-07 14:14:56,3299961738,8352571580,10943.96,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,943.96 UK pounds exceeds threshold of 8,000.00"
2466,2026-05-07 14:14:59,9534729015,6566600689,20520.21,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 20,520.21 UK pounds exceeds threshold of 8,000.00"
2467,2026-05-07 14:15:00,7758268667,8992041252,7774.6,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '7758268667' made 16 transactions totalling 127,202.20 within 24h (each below 9,999.00 threshold)"
2468,2026-05-07 14:15:01,7421451752,6790400322,11906.32,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,906.32 UK pounds exceeds threshold of 8,000.00"
2469,2026-05-07 14:15:04,8513630384,8401906350,464.09,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2470,2026-05-07 14:15:10,7323693663,7480657080,219.04,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
2471,2026-05-07 14:15:10,7474613980,8352571580,11995.34,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,995.34 UK pounds exceeds threshold of 8,000.00"
2472,2026-05-07 14:15:11,9136318143,2138505015,7235.53,UK pounds,Dirham,UK,UAE,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9136318143' made 3 transactions totalling 21,630.00 within 24h (each below 9,999.00 threshold)"
2473,2026-05-07 14:15:15,7020788892,3943551864,2120.5,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2474,2026-05-07 14:15:18,764654039,7870238243,2857.06,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
2475,2026-05-07 14:15:19,9734083970,2792106785,7995.28,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9734083970' made 8 transactions totalling 50,455.91 within 24h (each below 9,999.00 threshold)"
2476,2026-05-07 14:15:28,2457069376,8673917867,7632.06,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing; Layering,65,HIGH,Smurfing|Layering,"Smurfing: account '2457069376' made 3 transactions totalling 23,020.52 within 24h (each below 9,999.00 threshold); Fan-in: receiver 8673917867 received from 6 distinct senders within 72h (chain amount: 82,915.33, threshold: 10,000.00)"
2477,2026-05-07 14:15:28,9352048807,605904743,72.5,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
2478,2026-05-07 14:15:30,7941686958,286088618,5856.84,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2479,2026-05-07 14:15:31,3556772030,409707192,8585.59,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,585.59 UK pounds exceeds threshold of 8,000.00"
2480,2026-05-07 14:15:38,6137051251,2403186083,1755.48,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2481,2026-05-07 14:15:40,4418870109,53523648,914.45,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2482,2026-05-07 14:15:42,328612805,997621089,2371.29,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2483,2026-05-07 14:15:43,5007881669,6949300930,4069.78,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2484,2026-05-07 14:15:45,822257434,6765252270,419.5,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2485,2026-05-07 14:15:47,4486248597,8535122087,7101.58,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2486,2026-05-07 14:15:51,9474817546,1493436023,32880.33,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 32,880.33 UK pounds exceeds threshold of 8,000.00"
2487,2026-05-07 14:15:53,7009730597,1431561040,13580.69,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,580.69 UK pounds exceeds threshold of 8,000.00"
2488,2026-05-07 14:15:54,4899332114,6034997194,10108.52,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,108.52 UK pounds exceeds threshold of 8,000.00"
2489,2026-05-07 14:15:59,1559173194,1174928644,21932.76,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 21,932.76 UK pounds exceeds threshold of 8,000.00"
2490,2026-05-07 14:16:09,1090428439,6853979409,2569.47,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2491,2026-05-07 14:16:09,8952177221,6345374341,8129.52,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,129.52 UK pounds exceeds threshold of 8,000.00; Smurfing: account '8952177221' made 11 transactions totalling 84,555.28 within 24h (each below 9,999.00 threshold)"
2492,2026-05-07 14:16:09,3709430533,7543250720,6864.48,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '3709430533' made 15 transactions totalling 112,330.49 within 24h (each below 9,999.00 threshold)"
2493,2026-05-07 14:16:11,8620546903,3066321263,5149.75,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2494,2026-05-07 14:16:12,5888673072,2569782845,273.32,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
2495,2026-05-07 14:16:18,4332882742,5858369125,13187.79,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,187.79 UK pounds exceeds threshold of 8,000.00"
2496,2026-05-07 14:16:21,1033504981,8078584932,30017.28,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 30,017.28 UK pounds exceeds threshold of 8,000.00"
2497,2026-05-07 14:16:21,4965369447,9407021102,1598.49,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2498,2026-05-07 14:16:23,2055549144,2774889925,9216.76,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,216.76 UK pounds exceeds threshold of 8,000.00"
2499,2026-05-07 14:16:24,8987848252,4344045246,9796.13,UK pounds,Swiss franc,UK,Switzerland,Cross-border,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,796.13 UK pounds exceeds threshold of 8,000.00; Smurfing: account '8987848252' made 7 transactions totalling 45,657.22 within 24h (each below 9,999.00 threshold)"
2500,2026-05-07 14:16:24,9835856922,9216862356,3102.65,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
2501,2026-05-07 14:16:26,525950594,409707192,6122.88,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2502,2026-05-07 14:16:28,27949202,7651810013,1214.22,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2503,2026-05-07 14:16:35,9222757302,5109623450,9100.16,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,100.16 UK pounds exceeds threshold of 8,000.00; Smurfing: account '9222757302' made 3 transactions totalling 27,451.01 within 24h (each below 9,999.00 threshold)"
2504,2026-05-07 14:16:38,9746384104,8107460466,5179.35,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9746384104' made 6 transactions totalling 31,663.62 within 24h (each below 9,999.00 threshold)"
2505,2026-05-07 14:16:41,2736512144,5896180453,10519.11,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,519.11 UK pounds exceeds threshold of 8,000.00"
2506,2026-05-07 14:16:42,1972457200,8241661094,2443.2,Turkish lira,UK pounds,Turkey,UK,Cross-border,0,,0,LOW,,
2507,2026-05-07 14:16:43,6904668523,3087234008,5052.04,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6904668523' made 10 transactions totalling 71,604.18 within 24h (each below 9,999.00 threshold)"
2508,2026-05-07 14:16:45,4379393333,8869350666,5331.42,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2509,2026-05-07 14:16:45,3342827051,409707192,5834.2,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2510,2026-05-07 14:16:46,8539953506,9855504386,1261.95,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2511,2026-05-07 14:16:47,8857802476,4808614002,3373.1,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2512,2026-05-07 14:16:51,8389148416,6314435734,6799.16,UK pounds,Indian rupee,UK,India,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8389148416' made 7 transactions totalling 48,056.48 within 24h (each below 9,999.00 threshold)"
2513,2026-05-07 14:16:51,5396748228,9105769228,25177.88,UK pounds,Moroccan dirham,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 25,177.88 UK pounds exceeds threshold of 8,000.00"
2514,2026-05-07 14:16:51,4445307770,7892884492,9018.77,UK pounds,US dollar,UK,USA,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,018.77 UK pounds exceeds threshold of 8,000.00"
2515,2026-05-07 14:16:51,6628929693,133396548,4226.22,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2516,2026-05-07 14:16:53,1710329832,8172080174,5252.3,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing; Layering,65,HIGH,Smurfing|Layering,"Smurfing: account '1710329832' made 3 transactions totalling 15,763.81 within 24h (each below 9,999.00 threshold); Fan-in: receiver 8172080174 received from 13 distinct senders within 72h (chain amount: 177,035.83, threshold: 10,000.00)"
2517,2026-05-07 14:16:58,300815762,1431561040,5709.02,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2518,2026-05-07 14:16:58,5838935257,7261767653,368.35,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
2519,2026-05-07 14:16:58,8331805391,8729011682,2140.43,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2520,2026-05-07 14:17:00,581151126,6855935396,5048.6,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '581151126' made 3 transactions totalling 15,141.85 within 24h (each below 9,999.00 threshold)"
2521,2026-05-07 14:17:00,8842654492,8172080174,20499.77,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Layering,50,MEDIUM,LargeTransaction|Layering,"Transaction amount 20,499.77 UK pounds exceeds threshold of 8,000.00; Fan-in: receiver 8172080174 received from 14 distinct senders within 72h (chain amount: 197,535.60, threshold: 10,000.00)"
2522,2026-05-07 14:17:02,8456279067,1212654276,6930.89,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8456279067' made 14 transactions totalling 101,899.84 within 24h (each below 9,999.00 threshold)"
2523,2026-05-07 14:17:03,1491989064,478973149,6526.1,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1491989064' made 8 transactions totalling 56,481.39 within 24h (each below 9,999.00 threshold)"
2524,2026-05-07 14:17:03,2491859309,9737340447,4879.81,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2525,2026-05-07 14:17:11,7475885831,8063440965,1643.17,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2526,2026-05-07 14:17:14,6988324584,2792716945,9738.54,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,738.54 UK pounds exceeds threshold of 8,000.00"
2527,2026-05-07 14:17:15,6541552727,5240847125,6168.41,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6541552727' made 14 transactions totalling 93,973.17 within 24h (each below 9,999.00 threshold)"
2528,2026-05-07 14:17:17,6207748796,1597361156,1354.34,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
2529,2026-05-07 14:17:20,8389148416,3487686607,8412.16,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,412.16 UK pounds exceeds threshold of 8,000.00; Smurfing: account '8389148416' made 8 transactions totalling 56,468.64 within 24h (each below 9,999.00 threshold)"
2530,2026-05-07 14:17:21,749315581,8673917867,8548.94,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Layering,50,MEDIUM,LargeTransaction|Layering,"Transaction amount 8,548.94 UK pounds exceeds threshold of 8,000.00; Fan-in: receiver 8673917867 received from 7 distinct senders within 72h (chain amount: 91,464.27, threshold: 10,000.00)"
2531,2026-05-07 14:17:23,2203595646,1323075232,45.38,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
2532,2026-05-07 14:17:23,7732762685,2255532323,1138.58,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
